OBJECTID,YEAR_,FIRE_NAME,CAUSE,GIS_ACRES
21974,2007,HIGHWAY 41/ RD 209 3,Unknown/Unidentified,329.08093262
21975,2007,BORDER #34,Unknown/Unidentified,109.22460938
21976,2007,78 #4,Vehicle,99.97422028
21977,2007,BORDER #25,Campfire,136.20993042
21978,2007,VUELTA,Unknown/Unidentified,214.81335449
21979,2007,WILLOW,Lightning,73.36000824
21980,2007,LOOKOUT,Debris,64.5118103
21981,2007,PINE,Debris,481.7800293
21982,2007,ISLAND,Lightning,517.56292725
21983,2007,HWY 128,Unknown/Unidentified,508.35110474
21984,2007,PEAK,Equipment Use,46.32199097
21985,2007,MOUNTAIN,Unknown/Unidentified,49.278236390000004
21986,2007,SPRUCE,Power Line,129.01109314
21987,2007,BRAYE,Unknown/Unidentified,636.5302124
21988,2007,ROBINSON,Arson,121.54821777
21989,2007,WEST,Vehicle,36.99460983
21990,2007,GRIFFITH PARK,Smoking,747.89837646
21991,2007,BARHAM,Playing with Fire,224.32763672
21992,2007,SMALL HIGHWAY,Vehicle,0.132266
21993,2007,RABBIT HILL,Unknown/Unidentified,16.84096336
21994,2007,ROADSIDE,Miscellaneous,0.32058397
21995,2007,DEER RIDGE,Miscellaneous,0.30896154
21996,2007,TRIUNFO,Miscellaneous,0.30898094
21997,2007,241 (HAYSTACK),Vehicle,0.23822019
21998,2007,PIONEER,Playing with Fire,0.33881804
21999,2007,FREEMONT/IRVINE LAKE,Aircraft,9.48876381
22000,2007,ANTONIO,Power Line,0.87953585
22001,2007,FREEWAY INCIDENT,Playing with Fire,2.45462561
22002,2007,CROWN VALLEY,Playing with Fire,22.87266541
22003,2007,261 INCIDENT,Vehicle,89.76793671
22004,2007,ROCA,Power Line,270.02651978
22005,2007,CEMETERY,Playing with Fire,501.57867432
22006,2007,MARIPOSA,Power Line,188.25462341
22007,2007,SEDGWICK,Power Line,808.82922363
22008,2007,GRIFFITH PARK,Unknown/Unidentified,4.96196938
22009,2007,AGOURA,Miscellaneous,0.80840141
22010,2007,KANAN,Equipment Use,0.51394385
22011,2007,FLORES,Vehicle,0.09350429
22012,2007,AGOURA 2,Arson,2.01441216
22013,2007,VIRGENES,Miscellaneous,0.01678047
22014,2007,RIVER,Unknown/Unidentified,158.04161072
22015,2007,ROSA,Unknown/Unidentified,409.634552
22016,2007,LAGUNA CANYON,Smoking,2.8425734
22017,2007,241 INCIDENT,Arson,1618.07922363
22018,2007,Unnamed,Playing with Fire,14.80335808
22019,2007,ROSE,Power Line,8.33595562
22020,2007,BAYNE,Arson,125.96057129
22021,2007,PLACERVILLE,Unknown/Unidentified,0.98178816
22022,2007,AMMO,Unknown/Unidentified,21493.90820313
22023,2007,RED STAR,Unknown/Unidentified,208.71444702
22024,2007,BACK,Lightning,28.20994186
22025,2007,CHINA,Lightning,2939.36328125
22026,2007,SKY,Lightning,21.53662109
22027,2007,BUTLER,Lightning,87.50257874
22028,2007,DOGWOOD,Lightning,12.92591763
22029,2007,ELLIOT,Lightning,18.19048691
22030,2007,DEVORE,Equipment Use,14.00033855
22031,2007,SAND,Debris,108.17876434
22032,2007,BLUECUT,Equipment Use,24.77841759
22033,2007,ROCK BSFMU A6,Lightning,267.275177
22034,2007,SAGE,Lightning,6462.62011719
22035,2007,SANTIAGO,Miscellaneous,28429.98046875
22036,2007,SENTINEL,Lightning,12.16587067
22037,2007,SEVEN,Lightning,1643.76879883
22038,2007,SLIDE,Miscellaneous,12769.24804688
22039,2007,RICE,Miscellaneous,9471.85351563
22040,2007,LARSON,Lightning,1075.99938965
22041,2007,PONDEROSA,Power Line,14.6404047
22042,2007,TWIN,Lightning,30.30834389
22043,2007,WALKER,Lightning,794.12402344
22044,2007,LAKE,Miscellaneous,12.557439800000001
22045,2007,BROWN,Miscellaneous,1430.31726074
22046,2007,BODFISH,Unknown/Unidentified,213.11619568
22047,2007,DANHAUSER,Unknown/Unidentified,145.13973999
22048,2007,SAN BENITO,Unknown/Unidentified,16.03662682
22049,2007,SCHOTT,Unknown/Unidentified,60.5663414
22050,2007,HONEY,Power Line,726.40356445
22051,2007,HWY 32,Vehicle,247.54698181
22052,2007,BANGOR,Arson,1057.20214844
22053,2007,PANOCHE,Power Line,73.78704834
22054,2007,TAR,Unknown/Unidentified,5671.02832031
22055,2007,BOURLAND,Lightning,29.35806847
22056,2007,MONO,Lightning,98.08346558
22057,2007,MOONLIGHT,Equipment Use,64959.95703125
22058,2007,MCCOY,Miscellaneous,353.13928223
22059,2007,NORTH,Lightning,2122.3425293
22060,2007,OAK,Lightning,27062.86914063
22061,2007,OHAREL,Lightning,596.91589355
22062,2007,PINE,Campfire,2111.76806641
22063,2007,PIONEER,Lightning,25.06350327
22064,2007,POOMACHA,Miscellaneous,49410.96875
22065,2007,RATTLESNAKE,Lightning,14.43093395
22066,2007,RICHBAR,Miscellaneous,13.4325943
22067,2007,RIVER,Equipment Use,149.88673401
22068,2007,RALSTON,Miscellaneous,8421.04394531
22069,2007,PASS,Unknown/Unidentified,444.15713501
22070,2007,EIGHTY,Equipment Use,78.04229736
22071,2007,ATHENS,Vehicle,15.18610859
22072,2007,WEST BUTTE,Unknown/Unidentified,83.31375122
22073,2007,PEACE VALLEY,Lightning,282.39373779
22074,2007,CROSBY,Lightning,20.30935669
22075,2007,FIDDYMENT,Playing with Fire,62.63405991
22076,2007,WILSON,Debris,13.75327206
22077,2007,SMARTVILLE,Lightning,197.49064636
22078,2007,SIXTY-FIVE,Unknown/Unidentified,29.60796356
22079,2007,SIXTY-FIVE 2,Unknown/Unidentified,30.92793846
22080,2007,COLINA,Unknown/Unidentified,374.44659424
22081,2007,LAGUNA,Unknown/Unidentified,12.43934727
22082,2007,POLK,Unknown/Unidentified,84.79376221
22083,2007,MOCKINGBIRD,Unknown/Unidentified,737.27154541
22084,2007,PETERSON,Arson,14.47645473
22085,2007,JASPER,Equipment Use,85.65826416
22086,2007,MOONEY,Unknown/Unidentified,49.3754425
22087,2007,NADER,Unknown/Unidentified,16.27154732
22088,2007,COLBY,Arson,253.65028381
22089,2007,COYOTE,Lightning,18.42541122
22090,2007,DEVIL,Campfire,12.1689415
22091,2007,DOME,Lightning,65.50415039
22092,2007,ELK,Lightning,1144.69445801
22093,2007,FLETCHER,Lightning,8081.95654297
22094,2007,GOLDLEDGE,Miscellaneous,4196.01708984
22095,2007,GRANITE,Lightning,10.10742092
22096,2007,GROUSE,Lightning,1004.11419678
22097,2007,ANGORA,Campfire,3069.80493164
22098,2007,GRASS VALLEY,Miscellaneous,1242.37072754
22099,2007,HARVEY,Lightning,15.22974014
22100,2007,HAUSER,Campfire,17.11760902
22101,2007,HOWARDS GULCH,Railroad,21.9977417
22102,2007,HUMMINGBIRD,Lightning,80.30073547
22103,2007,JAMES,Miscellaneous,1348.93237305
22104,2007,JEDIDIAH,Lightning,85.58557129
22105,2007,LAZY,Lightning,597.47918701
22106,2007,MARBLE,Debris,26.60559654
22107,2007,LOS FLORES,Lightning,4099.96582031
22108,2007,MERIDIAN,Lightning,445.72775269
22109,2007,MARTIN RANCH,Power Line,602.23236084
22110,2007,GLEN HELEN  2,Equipment Use,163.57954407
22111,2007,DEVORE 2,Unknown/Unidentified,86.78253174
22112,2007,QUIEN,Lightning,422.32995605
22113,2007,BRYSON,Equipment Use,24.73461914
22114,2007,SOLEDAD,Debris,37.53804779
22115,2007,COLORADO,Structure,24.84289742
22116,2007,AVENIDA,Equipment Use,33.98232269
22117,2007,PINEY,Arson,49.41501236
22118,2007,ROSA,Lightning,19.03348351
22119,2007,OAK,Equipment Use,18.52166939
22120,2007,POT HOLE,Lightning,13.79044342
22121,2007,BAILEY,Unknown/Unidentified,53.44631195
22122,2007,WRIGHT,Miscellaneous,31.31121445
22123,2007,FREMONT,Miscellaneous,31.79748726
22124,2007,BORDER 26,Campfire,10.16931343
22125,2007,BULL,Lightning,168.81552124
22126,2007,CHICK,Unknown/Unidentified,8.78085804
22127,2007,SPRING,Unknown/Unidentified,49.25747681
22128,2007,LITTLE,Miscellaneous,66.9023056
22129,2007,CONWAY,Lightning,89.10194397
22130,2007,INKOPAH,Campfire,698.97198486
22131,2007,YOKHOL,Unknown/Unidentified,77.20322418
22132,2007,CANYON,Miscellaneous,84.72374725
22133,2007,DAWSON,Miscellaneous,960.72967529
22134,2007,ALTA MESA,Miscellaneous,70.1841507
22135,2007,BARRETT,Power Line,21.03023911
22136,2007,KINGSTON#1,Lightning,186.809021
22137,2007,POWER HOUSE,Vehicle,45.79953003
22138,2007,LIBERTY,Campfire,3.42831111
22139,2007,HIGHWAY,Equipment Use,34.53307343
22140,2007,SONOMA,Equipment Use,13.87301731
22141,2007,GRADE 2,Unknown/Unidentified,59.80390167
22142,2007,ARMSTRONG,Arson,24.25038719
22143,2007,CLARK,Vehicle,46.99129105
22144,2007,AUBURN,Arson,20.99044418
22145,2007,PRAIRIE,Arson,72.23044586
22146,2007,GARDEN,Equipment Use,146.03269958
22147,2007,PHILLIPS,Equipment Use,935.63195801
22148,2007,SOUTH BEALE,Railroad,194.88526917
22149,2007,SPENCEVILLE,Unknown/Unidentified,31.35009384
22150,2007,VALLEY,Arson,69.97616577
22151,2007,LOMA RICA /  LA PORTE,Arson,10.32569122
22152,2007,WALDO 2,Arson,38.74840546
22153,2007,WALDO,Equipment Use,16.193367
22154,2007,WASHOE,Miscellaneous,19.81333923
22155,2007,WILSON,Debris,10.5715723
22156,2007,BASELINE,Unknown/Unidentified,13.97687531
22157,2007,ALESSANDRO,Unknown/Unidentified,860.08740234
22158,2007,STRAW,Unknown/Unidentified,42.576930999999995
22159,2007,SIERRA,Unknown/Unidentified,777.51403809
22160,2007,LICK,Debris,47748.2734375
22161,2007,STEVENS,Power Line,166.15496826
22162,2007,POWER,Unknown/Unidentified,919.19946289
22163,2007,HATCHET,Equipment Use,11.32678604
22164,2007,SILVER,Equipment Use,110.62501526
22165,2007,CLEAR,Arson,176.67118835
22166,2007,WEED,Campfire,53.96681213
22167,2007,SECERT,Lightning,210.91105652
22168,2007,BEAR,Equipment Use,840.8371582
22169,2007,FALL,Debris,14.3759861
22170,2007,BRAZIE,Debris,5.7481575
22171,2007,GIRARD,Debris,13.89543056
22172,2007,OKLAHOMA,Lightning,30.41293335
22173,2007,REYNOLDS,Equipment Use,16.67489433
22174,2007,RYAN,Debris,15.01484203
22175,2007,ODONOVAN,Equipment Use,45.85565948
22176,2007,CUESTA,Equipment Use,44.71152878
22177,2007,BITTER,Unknown/Unidentified,26.07637596
22178,2007,CAL POLY,Playing with Fire,45.71973419
22179,2007,JOHNSON,Power Line,13.12520599
22180,2007,ADELADIA,Equipment Use,16.18213081
22181,2007,CUESTA 2,Equipment Use,16.54518318
22182,2007,RANCH,Unknown/Unidentified,12.77973843
22183,2007,POZO,Lightning,19.97120667
22184,2007,MORRO,Power Line,12.73619461
22185,2007,POLY / A-4 7,Unknown/Unidentified,55.68728256
22186,2007,GRADE,Equipment Use,97.13124847
22187,2007,DIABLO,Structure,332.3626709
22188,2007,MURRAY,Debris,102.86721802
22189,2007,DUNTON,Equipment Use,208.2366333
22190,2007,SHELL,Unknown/Unidentified,101.42255402
22191,2007,GASSNER,Unknown/Unidentified,228.9826355
22192,2007,GOLDEN,Vehicle,65.62988281
22193,2007,ORVIS,Vehicle,534.9831543
22194,2007,ITALIAN,Unknown/Unidentified,102.28025818
22195,2007,SHELLEY,Equipment Use,103.75456238
22196,2007,"CONNER, W",Equipment Use,456.79925537
22197,2007,DYE,Campfire,386.44869995
22198,2007,LYMAN,Unknown/Unidentified,18.75990486
22199,2007,HORSE,Arson,434.78903198
22200,2007,SHANNON,Equipment Use,2140.99926758
22201,2007,BACKSCATTER,Lightning,68.51701355
22202,2007,BARTLETT 2,Miscellaneous,36.44078827
22203,2007,BEAR,Lightning,9.87355232
22204,2007,BERNASCONI,Campfire,50.22721481
22205,2007,BLACK,Lightning,74.38043976
22206,2007,BOLLI,Debris,728.84320068
22207,2007,BUCKWEED,Playing with Fire,38347.47265625
22208,2007,CALPINE,Debris,45.81102371
22209,2007,CHIPMUNK,Lightning,8.33889675
22210,2007,CLEAR,Lightning,37.96029663
22211,2007,SLIDES,Miscellaneous,11.94097614
22212,2007,SNOW,Lightning,100.15796661
22213,2007,SOURCE,Lightning,12.574331279999999
22214,2007,SUGARLAOF,Lightning,102.34708405
22215,2007,TRIMMER,Miscellaneous,193.51095581
22216,2007,TURN,Equipment Use,8.83071899
22217,2007,VANN,Miscellaneous,55.82624054
22218,2007,VISTA,Campfire,420.31787109
22219,2007,WALLOW,Equipment Use,1438.38586426
22220,2007,WITCH,Miscellaneous,162070.46875
22221,2007,ZACA,Equipment Use,240358.703125
22222,2007,BABCOCK PEAK,Lightning,406.54782104
22223,2007,CAPRA,Equipment Use,20.4175415
22224,2007,CEDAR,Miscellaneous,29.60556221
22225,2007,CHERRY,Lightning,101.00019073
22226,2007,CLOVER 2,Lightning,20.16118813
22227,2007,CABLE,Lightning,12.57714653
22228,2007,DAVIS,Lightning,30.26693535
22229,2007,LAGO,Equipment Use,46.93208313
22230,2007,LINDSEY,Campfire,23.71273613
22231,2007,LOWE,Miscellaneous,14.32774162
22232,2007,RIDGE,Lightning,44.9054985
22233,2007,ROUSE,Miscellaneous,46.79036713
22234,2007,VEHICLE,Equipment Use,24.90016174
22235,2007,WHEELER,Lightning,22331.92382813
22236,2007,PAST,Miscellaneous,84.9594574
22237,2007,BUTLER #2,Miscellaneous,13736.27050781
22238,2007,CAJON,Miscellaneous,256.54153442
22239,2007,KING CREEK,Lightning,10477.37890625
22240,2007,LITTLE GRIDER,Lightning,2172.78076172
22241,2007,TITUS,Lightning,2177.28466797
22242,2007,TOM MARTIN,Lightning,31.2879715
22243,2007,WINGATE,Lightning,931.98980713
22244,2007,RAILROAD,Railroad,84.63570404
22245,2007,RAILDOAD 2,Railroad,13.73251152
22246,2007,SHOOTING,Miscellaneous,14.96726799
22247,2007,ROCK,Lightning,85.73098755
22248,2007,RODGE,Arson,9.25723457
22249,2007,CLIFTON,Debris,77.27326202
22250,2007,TIONESTA,Campfire,19.63062668
22251,2007,MINE,Lightning,40.20030975
22252,2007,RANCH,Miscellaneous,394.06637573
22253,2007,RIVER,Miscellaneous,11.64179802
22254,2007,SKINNER,Miscellaneous,18.1262989
22255,2007,DAILY,Unknown/Unidentified,224.31750488
22256,2007,YOLLA,Unknown/Unidentified,56.65719986
22257,2007,WHITMORE 3,Equipment Use,43.37598419
22258,2007,TORRI,Miscellaneous,19.52058792
22259,2007,JUNE,Lightning,679.61218262
22260,2007,LOOKOUT,Lightning,73.04321289
22261,2007,HARRIS 2,Unknown/Unidentified,90728.328125
22262,2007,INGALLS,Debris,18.24593735
22263,2007,BUMMER,Lightning,60.40991974
22264,2007,DOME2,Equipment Use,137.63342285
22265,2007,NIAGARA,Campfire,161.38528442
22266,2007,JUPITER,Debris,13.40213299
22267,2005,FLUME,Playing with Fire,10.17533779
22268,2005,SIXTH,Unknown/Unidentified,73.53339386
22269,2005,AERA,Power Line,10.18142223
22270,2005,EAGLE,Lightning,69.65048981
22271,2005,WELLS,Lightning,120.20633698
22272,2005,PENO BLANC,Equipment Use,49.64883423
22273,2005,SANDRIDGE,Unknown/Unidentified,18.63072586
22274,2005,CREEKSIDE,Playing with Fire,23.03329086
22275,2005,CARSON,Equipment Use,12.13924408
22276,2005,PENN,Power Line,60.7712326
22277,2005,MARSHES,Power Line,76.29789734
22278,2005,GOLDEN,Equipment Use,74.76079559
22279,2005,RECHE,Unknown/Unidentified,9.16563225
22280,2005,PIONEER,Unknown/Unidentified,1877.53869629
22281,2005,OPAL,Unknown/Unidentified,131.08139038
22282,2005,GRASSHOPPER,Equipment Use,180.5606842
22283,2005,I-40,Unknown/Unidentified,40.82242584
22284,2005,CLIPPER2,Unknown/Unidentified,57.51639557
22285,2005,INTERSTATE,Lightning,39.89290619
22286,2005,CECIL 2,Unknown/Unidentified,65.12800598
22287,2005,CHINA LAKE,Aircraft,10357.56835938
22288,2005,SEGS,Lightning,191.77009583
22289,2005,PROCTOR,Lightning,112.75541687
22290,2005,MOJAVE,Lightning,48.65248489
22291,2005,EL MIRAGE,Lightning,34.75328064
22292,2005,HUSKY FIRE,Miscellaneous,53.66596222
22293,2005,BENT,Lightning,78.83522034
22294,2005,SIERRA,Lightning,249.00648499
22295,2005,ROUND UP,Lightning,9.8999691
22296,2005,CLAY RIVER,Lightning,75.49233246
22297,2005,PAINTED HILLS,Lightning,12.704240800000001
22298,2005,APRICOT,Campfire,667.12268066
22299,2005,FAYE,Unknown/Unidentified,19.1438446
22300,2005,TOVEY,Unknown/Unidentified,983.47296143
22301,2005,RUMSEY 2,Miscellaneous,392.07040405
22302,2005,FATTY,Lightning,10.07427406
22303,2005,IRON,Unknown/Unidentified,10.98877335
22304,2005,BARREL,Lightning,24410.21679688
22305,2005,POPPET FIRE,Escaped Prescribed Burn,220.7699585
22306,2005,BELLA,Equipment Use,198.53715515
22307,2005,KESWICK,Vehicle,32.32958984
22308,2005,ZIEBRIGHT,Debris,7.65894175
22309,2005,CROSS,Equipment Use,21.13117218
22310,2005,GARDEN,Vehicle,110.1061554
22311,2004,HAZEN,Campfire,196.59690857
22312,2005,RANCH,Campfire,427.42126465
22313,2005,MANTON,Debris,1822.22961426
22314,2005,FOLEY,Campfire,324.69671631
22315,2005,36,Campfire,2875.87109375
22316,2005,BISHOP A,Equipment Use,8.70425797
22317,2005,BISHOP B,Equipment Use,2.8911736
22318,2005,HOMESTEAD,Equipment Use,11.56866264
22319,2005,GILARDI 1,Equipment Use,37.72937775
22320,2005,GENESEO,Unknown/Unidentified,141.19540405
22321,2005,COTTONWOOD,Vehicle,64.271492
22322,2005,SAN JUAN,Equipment Use,17.54986954
22323,2005,LAKE,Equipment Use,19.51171112
22324,2005,COTTON C,Vehicle,28.31183243
22325,2005,GILARDI 2,Power Line,12.55691528
22326,2005,LOPEZ,Equipment Use,10.50619984
22327,2005,REST STOP,Equipment Use,20.66886902
22328,2005,DONOVAN,Vehicle,32.04840469
22329,2005,ARROW IC,Equipment Use,54.39982224
22330,2005,ALMOND,Equipment Use,5.19740582
22331,2005,BLUE,Equipment Use,157.19616699
22332,2005,CRESTON,Equipment Use,230.09448242
22333,2005,YORBA LINDA,Playing with Fire,1078.50402832
22334,2005,152 FIRE,Unknown/Unidentified,193.61260986
22335,2005,600 FIRE,Unknown/Unidentified,48.67228699
22336,2005,800 FIRE,Unknown/Unidentified,44.35050583
22337,2005,810 FIRE,Equipment Use,52.07278824
22338,2005,ALTMAN,Equipment Use,43.66135406
22339,2005,BAILEY,Unknown/Unidentified,1024.5390625
22340,2005,BATES,Lightning,23.16282845
22341,2005,BLANCO,Equipment Use,19.71451187
22342,2005,BUCKEYE,Escaped Prescribed Burn,20.03816223
22343,2005,COTTONWOOD,Vehicle,152.11354065
22344,2005,COWPIE,Miscellaneous,4983.3828125
22345,2005,DINOSAUR,Unknown/Unidentified,45.71789932
22346,2005,DOS AMIGOS,Vehicle,746.03466797
22347,2005,ENGINEERS,Equipment Use,239.40002441
22348,2005,HENSLEY,Arson,18.78491592
22349,2005,HORSESHOE,Unknown/Unidentified,439.60980225
22350,2005,LA PALOMA,Lightning,751.30792236
22351,2005,LAGUNA,Unknown/Unidentified,260.28912354
22352,2005,LAGUNA 2,Vehicle,545.00512695
22353,2005,LIGHTNING,Lightning,21.31585503
22354,2005,LOS BANOS,Lightning,942.11791992
22355,2005,MERVEL,Unknown/Unidentified,9.23726177
22356,2005,MILLERTON,Lightning,29.19608498
22357,2005,MYERS,Vehicle,91.91931152
22358,2005,MYSTERY,Unknown/Unidentified,21.74249649
22359,2005,NOBLE,Lightning,155.57043457
22360,2005,PRESTON,Unknown/Unidentified,75.32965088
22361,2005,QUARTZ,Unknown/Unidentified,547.3605957
22362,2005,RATTLESNAKE,Lightning,23.4044838
22363,2005,SAN LUIS,Vehicle,332.25970459
22364,2005,STUMPFIELD,Campfire,11.45700359
22365,2005,URROTIA,Unknown/Unidentified,420.42440796
22366,2005,WRIGHT,Unknown/Unidentified,29.49735832
22367,2005,TWIN,Vehicle,103.53649902
22368,2005,SERENITY,Arson,23.81596756
22369,2005,SAND RIDGE,Arson,5.6707449
22370,2005,JACKSON,Vehicle,21.23566818
22371,2005,BRADEN,Lightning,13.29541302
22372,2005,BOREL,Equipment Use,104.5348587
22373,2005,ELM,Unknown/Unidentified,271.65405273
22374,2005,FOX,Playing with Fire,16.03467369
22375,2005,HIGHWAY,Smoking,48.30418396
22376,2005,IDYLLWILD,Unknown/Unidentified,45.28364944
22377,2005,INDIAN,Arson,20.01005936
22378,2005,INDIAN 2,Campfire,188.74519348
22379,2005,KNOLL,Equipment Use,19.57455444
22380,2005,REDLANDS,Miscellaneous,13.54572487
22381,2005,ROCK,Lightning,99.37663269
22382,2005,SAN TIMOTEO,Equipment Use,1014.64050293
22383,2005,SANTA,Miscellaneous,2.33165193
22384,2005,SLOPE,Unknown/Unidentified,12.99543571
22385,2005,WARREN,Equipment Use,72.73018646
22386,2005,WOODHOUSE,Railroad,6532.97314453
22387,2005,SOBOBA,Miscellaneous,2076.45776367
22388,2005,HWY 4 #3,Vehicle,62.59212494
22389,2005,PG&E #7,Power Line,58.80748367
22390,2005,BROWN,Unknown/Unidentified,162.55250549
22391,2005,SHOSHONI,Debris,37.79728317
22392,2005,BORDER#6,Illegal Alien Campfire,34.67287445
22393,1944,JOHN ALLEY RIDGE,Equipment Use,1049.88098145
22394,1944,GRAHAM GULCH,Debris,150.26338196
22418,1960,Unnamed,Lightning,78.97249603
22419,1960,Unnamed,Miscellaneous,2423.07348633
22420,1921,Unnamed,Unknown/Unidentified,292.89703369
22421,1923,Unnamed,Unknown/Unidentified,401.93399048
22422,1923,Unnamed,Unknown/Unidentified,445.08615112
22423,1923,Unnamed,Unknown/Unidentified,189.82984924
22424,1970,HOWELL,Unknown/Unidentified,1745.90161133
22425,1970,JORDAN (ROADSIDE #70),Unknown/Unidentified,539.87451172
22426,1970,JURUPA (RAILROAD #16),Unknown/Unidentified,1157.02624512
22427,1970,RECHE,Unknown/Unidentified,3864.47094727
22428,1970,SPRINGS,Unknown/Unidentified,444.83239746
22429,1970,TERRACE HILL,Unknown/Unidentified,1847.62145996
22430,1970,VIRGINIA,Unknown/Unidentified,1737.26574707
22431,1970,EL TORO,Unknown/Unidentified,412.77282715
22432,1970,TONNER,Unknown/Unidentified,64.89915466
22433,1970,POPLAR,Miscellaneous,1420.92211914
22434,1970,WILEY,Unknown/Unidentified,448.61090088
22435,1970,FOOTHILL,Unknown/Unidentified,4730.05175781
22436,2004,SCHOOL,Unknown/Unidentified,359.10830688
22437,1920,Unnamed,Miscellaneous,250.48675537
22438,1920,Unnamed,Lightning,235.63804626
22439,1920,KNEE CAP,Lightning,1425.2598877
22440,1920,Unnamed,Miscellaneous,3.61178112
22441,1920,Unnamed,Miscellaneous,512.21429443
22442,1920,Unnamed,Miscellaneous,918.40942383
22443,1979,NACIMIENTO,Arson,6069.88232422
22444,1979,Unnamed,Miscellaneous,573.29180908
22445,1979,FREEMAN FLAT,Unknown/Unidentified,1345.5480957
22446,1979,HERNANDEZ,Unknown/Unidentified,680.92340088
22447,1979,MONTE FIRE/USFS,Unknown/Unidentified,2105.88256836
22448,1979,PLACERITA FIRE,Unknown/Unidentified,816.84387207
22449,1990,BUTTE PG&E #24,Unknown/Unidentified,692.34069824
22450,1990,BAYLES,Debris,341.17993164
22451,1990,MIDWAY,Debris,541.84429932
22452,1990,WILD,Miscellaneous,30.02528763
22453,1990,WILD,Equipment Use,256.80941772
22454,1990,Unnamed,Miscellaneous,474.73272705
22455,1990,Unnamed,Unknown/Unidentified,217.73554993
22456,1990,SOUTH MOUNTAIN,Unknown/Unidentified,734.5657959
22457,1990,SAPRA,Unknown/Unidentified,127.80110931
22458,1990,SHIELLS,Unknown/Unidentified,403.23773193
22459,1990,POLE,Unknown/Unidentified,257.2048645
22460,1990,DEVIL,Lightning,491.99420166
22461,1998,SIBLEY #2,Arson,200.03500366
22462,1998,GREENRIDGE #6,Power Line,1388.17492676
22463,1966,BLAKE,Lightning,20.31373787
22464,1966,INDIAN RIDGE,Arson,11743.67675781
